,Instrument,Country of Headquarters,Region of Headquarters,NAICS National Industry Name,NAICS Industry Group Name,NAICS Sector Name,GICS Sub-Industry Name,GICS Industry Name,ICB Industry name,ICB Sector name,GICS Industry Group Name,SIC Industry Name,TRBC Industry Name,TRBC Industry Group Name,TRBC Business Sector Name,TRBC Economic Sector Name,TSE33 Main sector name,NAICS Subsector Name,key
0,CNE100002003,China,Asia,Investment Banking and Securities Intermediation,Securities and Commodity Contracts Intermediation and Brokerage,Finance and Insurance,Investment Banking & Brokerage,Capital Markets,Financials,Investment Banking and Brokerage Services,Diversified Financials,,Investment Banking & Brokerage Services,Investment Banking & Investment Services,Banking & Investment Services,Financials,,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",CNE100002003
0,CNE100001WS9,China,Asia,Investment Banking and Securities Intermediation,Securities and Commodity Contracts Intermediation and Brokerage,Finance and Insurance,Investment Banking & Brokerage,Capital Markets,Financials,Investment Banking and Brokerage Services,Diversified Financials,,Investment Banking & Brokerage Services,Investment Banking & Investment Services,Banking & Investment Services,Financials,,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",CNE100001WS9
0,CNE100001D21,China,Asia,Portfolio Management and Investment Advice,Other Financial Investment Activities,Finance and Insurance,Investment Banking & Brokerage,Capital Markets,Financials,Investment Banking and Brokerage Services,Diversified Financials,,Investment Management & Fund Operators,Investment Banking & Investment Services,Banking & Investment Services,Financials,,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",CNE100001D21
0,CNE1000022F3,China,Asia,Investment Banking and Securities Intermediation,Securities and Commodity Contracts Intermediation and Brokerage,Finance and Insurance,Investment Banking & Brokerage,Capital Markets,Financials,Investment Banking and Brokerage Services,Diversified Financials,,Investment Banking & Brokerage Services,Investment Banking & Investment Services,Banking & Investment Services,Financials,,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",CNE1000022F3
0,CNE000000QZ9,China,Asia,Investment Banking and Securities Intermediation,Securities and Commodity Contracts Intermediation and Brokerage,Finance and Insurance,Investment Banking & Brokerage,Capital Markets,Financials,Investment Banking and Brokerage Services,Diversified Financials,,Investment Banking & Brokerage Services,Investment Banking & Investment Services,Banking & Investment Services,Financials,,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",CNE000000QZ9
0,AU000000GWA4,Australia,Oceania,All Other Miscellaneous Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing,Manufacturing,Building Products,Building Products,Industrials,Construction and Materials,Capital Goods,,Construction Supplies & Fixtures,Homebuilding & Construction Supplies,Cyclical Consumer Products,Consumer Cyclicals,,Fabricated Metal Product Manufacturing,AU000000GWA4
0,US36192A1097,United States of America,Americas,Direct Life Insurance Carriers,Insurance Carriers,Finance and Insurance,Specialized Finance,Diversified Financial Services,Financials,Life Insurance,Diversified Financials,Life Insurance,Life & Health Insurance,Insurance,Insurance,Financials,,Insurance Carriers and Related Activities,US36192A1097
0,CNE100002K47,China,Asia,Other Electronic Component Manufacturing,Semiconductor and Other Electronic Component Manufacturing,Manufacturing,Electronic Components,"Electronic Equipment, Instruments & Components",Technology,Technology Hardware & Equipment,Technology Hardware & Equipment,,Electronic Equipment & Parts,Electronic Equipment & Parts,Technology Equipment,Technology,,Computer and Electronic Product Manufacturing,CNE100002K47
0,US3621LQ1099,United States of America,Americas,Research and Development in Biotechnology (except Nanobiotechnology),Scientific Research and Development Services,"Professional, Scientific, and Technical Services",Biotechnology,Biotechnology,Health Care,Pharmaceuticals and Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceutical Preparations,Biotechnology & Medical Research,Biotechnology & Medical Research,Pharmaceuticals & Medical Research,Healthcare,,"Professional, Scientific, and Technical Services",US3621LQ1099
0,SE0001824004,Sweden,Europe,Software Publishers,Software Publishers,Information,Interactive Home Entertainment,Entertainment,Consumer Discretionary,Leisure Goods,Media & Entertainment,,Software,Software & IT Services,Software & IT Services,Technology,,Publishing Industries,SE0001824004
0,AU000000GEM7,Australia,Oceania,Child Care Services,Child Care Services,Health Care and Social Assistance,Education Services,Diversified Consumer Services,Consumer Discretionary,Consumer Services,Consumer Services,,Personal Services,Personal & Household Products & Services,Personal & Household Products & Services,Consumer Non-Cyclicals,,Social Assistance,AU000000GEM7
0,KYG4387E1070,Hong Kong,Asia,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",Dairy Product Manufacturing,Manufacturing,Packaged Foods & Meats,Food Products,Consumer Staples,Food Producers,"Food, Beverage & Tobacco",,Food Processing,Food & Tobacco,Food & Beverages,Consumer Non-Cyclicals,,Food Manufacturing,KYG4387E1070
0,DE000A2E4T77,Germany,Europe,Petroleum Refineries,Petroleum and Coal Products Manufacturing,Manufacturing,Specialty Chemicals,Chemicals,Basic Materials,Chemicals,Materials,,Commodity Chemicals,Chemicals,Chemicals,Basic Materials,,Petroleum and Coal Products Manufacturing,DE000A2E4T77
0,DK0010287234,Denmark,Europe,Pharmaceutical Preparation Manufacturing,Pharmaceutical and Medicine Manufacturing,Manufacturing,Pharmaceuticals,Pharmaceuticals,Health Care,Pharmaceuticals and Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",,Pharmaceuticals,Pharmaceuticals,Pharmaceuticals & Medical Research,Healthcare,,Chemical Manufacturing,DK0010287234
0,DK0015202451,Denmark,Europe,Ready-Mix Concrete Manufacturing,Cement and Concrete Product Manufacturing,Manufacturing,Construction Materials,Construction Materials,Industrials,Construction and Materials,Materials,,Construction Materials,Construction Materials,Mineral Resources,Basic Materials,,Nonmetallic Mineral Product Manufacturing,DK0015202451
0,US4040301081,United States of America,Americas,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",Commercial and Industrial Machinery and Equipment Rental and Leasing,Real Estate and Rental and Leasing,Trading Companies & Distributors,Trading Companies & Distributors,Industrials,Industrial Transportation,Capital Goods,,Business Support Services,Professional & Commercial Services,Industrial & Commercial Services,Industrials,,Rental and Leasing Services,US4040301081
0,US0936711052,United States of America,Americas,Tax Preparation Services,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services","Professional, Scientific, and Technical Services",Specialized Consumer Services,Diversified Consumer Services,Consumer Discretionary,Consumer Services,Consumer Services,,Personal Services,Personal & Household Products & Services,Personal & Household Products & Services,Consumer Non-Cyclicals,,"Professional, Scientific, and Technical Services",US0936711052
0,CA4039254079,Canada,Americas,Lessors of Nonresidential Buildings (except Miniwarehouses),Lessors of Real Estate,Real Estate and Rental and Leasing,Diversified REITs,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate Investment Trusts,Real Estate,,Commercial REITs,Residential & Commercial REITs,Real Estate,Real Estate,,Real Estate,CA4039254079
0,GB00B12RQD06,United Kingdom,Europe,"International, Secondary Market, and All Other Nondepository Credit Intermediation",Nondepository Credit Intermediation,Finance and Insurance,Consumer Finance,Consumer Finance,Financials,Finance and Credit Services,Diversified Financials,,Consumer Lending,Banking Services,Banking & Investment Services,Financials,,Credit Intermediation and Related Activities,GB00B12RQD06
0,PK0085101019,Pakistan,Asia,Commercial Banking,Depository Credit Intermediation,Finance and Insurance,Diversified Banks,Banks,Financials,Banks,Banks,,Banks,Banking Services,Banking & Investment Services,Financials,,Credit Intermediation and Related Activities,PK0085101019
0,JP3769000005,Japan,Asia,Commercial Banking,Depository Credit Intermediation,Finance and Insurance,Regional Banks,Banks,Financials,Banks,Banks,,Banks,Banking Services,Banking & Investment Services,Financials,Finance & Insurance,Credit Intermediation and Related Activities,JP3769000005
0,TRASAHOL91Q5,Turkey,Asia,Commercial Banking,Depository Credit Intermediation,Finance and Insurance,Diversified Banks,Banks,Financials,Investment Banking and Brokerage Services,Banks,,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies,Financials,,Credit Intermediation and Related Activities,TRASAHOL91Q5
0,US4046091090,United States of America,Americas,Administrative Management and General Management Consulting Services,"Management, Scientific, and Technical Consulting Services","Professional, Scientific, and Technical Services",IT Consulting & Other Services,IT Services,Technology,Software & Computer Services,Software & Services,Management Consulting Services,Business Support Services,Professional & Commercial Services,Industrial & Commercial Services,Industrials,,"Professional, Scientific, and Technical Services",US4046091090
0,US4050241003,United States of America,Americas,Surgical and Medical Instrument Manufacturing,Medical Equipment and Supplies Manufacturing,Manufacturing,Health Care Supplies,Health Care Equipment & Supplies,Health Care,Medical Equipment and Services,Health Care Equipment & Services,Surgical and Medical Instruments and Apparatus,"Medical Equipment, Supplies & Distribution",Healthcare Equipment & Supplies,Healthcare Services & Equipment,Healthcare,,Miscellaneous Manufacturing,US4050241003
0,BMG4233B1090,Singapore,Asia,Deep Sea Freight Transportation,"Deep Sea, Coastal, and Great Lakes Water Transportation",Transportation and Warehousing,Oil & Gas Storage & Transportation,"Oil, Gas & Consumable Fuels",Industrials,Industrial Transportation,Energy,,Oil & Gas Transportation Services,Oil & Gas Related Equipment and Services,Energy - Fossil Fuels,Energy,,Water Transportation,BMG4233B1090
0,KYG4290A1013,China,Asia,Full-Service Restaurants,Restaurants and Other Eating Places,Accommodation and Food Services,Restaurants,"Hotels, Restaurants & Leisure",Consumer Discretionary,Travel and Leisure,Consumer Services,,Restaurants & Bars,Hotels & Entertainment Services,Cyclical Consumer Services,Consumer Cyclicals,,Food Services and Drinking Places,KYG4290A1013
0,CNE000000CG9,China,Asia,Major Household Appliance Manufacturing,Household Appliance Manufacturing,Manufacturing,Household Appliances,Household Durables,Consumer Discretionary,Household Goods and Home Construction,Consumer Durables & Apparel,,"Appliances, Tools & Housewares",Household Goods,Cyclical Consumer Products,Consumer Cyclicals,,"Electrical Equipment, Appliance, and Component Manufacturing",CNE000000CG9
0,US40522L1089,China,Asia,Elementary and Secondary Schools,Elementary and Secondary Schools,Educational Services,,,Consumer Discretionary,Consumer Services,,,"Schools, Colleges & Universities","Schools, Colleges & Universities",Academic & Educational Services,Academic & Educational Services,,Educational Services,US40522L1089
0,US4052171000,United States of America,Americas,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",Bakeries and Tortilla Manufacturing,Manufacturing,Packaged Foods & Meats,Food Products,Consumer Staples,Food Producers,"Food, Beverage & Tobacco",,Food Processing,Food & Tobacco,Food & Beverages,Consumer Non-Cyclicals,,Food Manufacturing,US4052171000
0,CNE0000011C5,China,Asia,Scheduled Passenger Air Transportation,Scheduled Air Transportation,Transportation and Warehousing,Airlines,Airlines,Consumer Discretionary,Travel and Leisure,Transportation,,Airlines,Passenger Transportation Services,Transportation,Industrials,,Air Transportation,CNE0000011C5
0,KYG4232C1087,China,Asia,All Other Industrial Machinery Manufacturing,Industrial Machinery Manufacturing,Manufacturing,Industrial Machinery,Machinery,Industrials,Industrial Engineering,Capital Goods,,Industrial Machinery & Equipment,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,,Machinery Manufacturing,KYG4232C1087
0,BMG4232X1020,Hong Kong,Asia,Investment Banking and Securities Intermediation,Securities and Commodity Contracts Intermediation and Brokerage,Finance and Insurance,Investment Banking & Brokerage,Capital Markets,Financials,Investment Banking and Brokerage Services,Diversified Financials,,Investment Banking & Brokerage Services,Investment Banking & Investment Services,Banking & Investment Services,Financials,,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",BMG4232X1020
0,CNE000000CK1,China,Asia,Investment Banking and Securities Intermediation,Securities and Commodity Contracts Intermediation and Brokerage,Finance and Insurance,Investment Banking & Brokerage,Capital Markets,Financials,Investment Banking and Brokerage Services,Diversified Financials,,Investment Banking & Brokerage Services,Investment Banking & Investment Services,Banking & Investment Services,Financials,,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",CNE000000CK1
0,JP3766550002,Japan,Asia,Advertising Agencies,"Advertising, Public Relations, and Related Services","Professional, Scientific, and Technical Services",Advertising,Media,Consumer Discretionary,Media,Media & Entertainment,,Advertising & Marketing,Media & Publishing,Cyclical Consumer Services,Consumer Cyclicals,Services,"Professional, Scientific, and Technical Services",JP3766550002
0,SE0000105199,Sweden,Europe,Motor Vehicle Brake System Manufacturing,Motor Vehicle Parts Manufacturing,Manufacturing,,,Industrials,Industrial Transportation,,,"Auto, Truck & Motorcycle Parts",Automobiles & Auto Parts,Automobiles & Auto Parts,Consumer Cyclicals,,Transportation Equipment Manufacturing,SE0000105199
